Linux 4.18.0-348.23.1.el8_5.aarch64 (cna0146.deucalion.macc.fccn.pt) 	16/03/26 	_aarch64_	(48 CPU)

11:48:51      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:49:21    30910    122103    0.40    1.40    0.00    0.00    1.80    16  pidstat
11:49:21    30910    124653    0.80    0.80    0.00    0.00    1.60     4  pidstat
11:49:21    30910    124654    2.20    1.20    0.00    0.00    3.40     5  python
11:49:21    30910    124655  393.40   15.80    0.00    0.00  409.20    24  java
11:49:21    30910    124970   34.40    5.00    0.00    0.00   39.40    36  python

11:49:16      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:49:21        0      1424      9.80      0.00  728064   28672   0.09  node_exporter
11:49:21    30910    124654      1.00      0.00  235328   74304   0.23  python
11:49:21    30910    124655    432.40      0.00 18946560  692480   2.10  java
11:49:21    30910    124970    155.00      0.00   48000   44224   0.13  python

11:49:21      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:49:26        0        11    0.00    0.20    0.00    0.00    0.20    14  rcu_sched
11:49:26        0       342    0.20    0.00    0.00    0.00    0.20    43  kworker/43:1-events
11:49:26        0       343    0.00    0.20    0.00    0.00    0.20    44  kworker/44:1-mm_percpu_wq
11:49:26        0       791    0.00    0.20    0.00    0.00    0.20    10  kworker/10:2-mm_percpu_wq
11:49:26        0      1450    0.20    0.20    0.00    0.00    0.40     0  NetworkManager
11:49:26        0      2652    0.00    0.80    0.00    0.40    0.80    11  kiblnd_sd_00_00
11:49:26        0      2653    0.00    0.80    0.00    0.40    0.80     8  kiblnd_sd_00_01
11:49:26        0      2654    0.00    0.80    0.00    0.40    0.80     7  kiblnd_sd_00_02
11:49:26        0      2655    0.00    0.80    0.00    0.60    0.80    10  kiblnd_sd_00_03
11:49:26        0      2656    0.00    1.00    0.00    0.20    1.00    20  kiblnd_sd_01_00
11:49:26        0      2657    0.00    1.00    0.00    0.20    1.00    20  kiblnd_sd_01_01
11:49:26        0      2658    0.00    0.80    0.00    0.20    0.80    20  kiblnd_sd_01_02
11:49:26        0      2659    0.00    0.80    0.00    0.00    0.80    20  kiblnd_sd_01_03
11:49:26        0      2660    0.00    0.20    0.00    0.00    0.20    34  kiblnd_sd_02_00
11:49:26        0      2661    0.00    0.20    0.00    0.00    0.20    33  kiblnd_sd_02_01
11:49:26        0      2663    0.00    0.20    0.00    0.00    0.20    26  kiblnd_sd_02_03
11:49:26        0      2680    0.00    0.20    0.00    0.00    0.20     0  ptlrpcd_00_09
11:49:26        0      2681    0.00    0.20    0.00    0.00    0.20     6  ptlrpcd_00_10
11:49:26        0      2682    0.00    0.20    0.00    0.00    0.20     8  ptlrpcd_00_11
11:49:26        0      2685    0.00    0.20    0.00    0.00    0.20    22  ptlrpcd_01_02
11:49:26        0      2689    0.00    0.20    0.00    0.00    0.20    23  ptlrpcd_01_06
11:49:26        0      2695    0.00    0.20    0.00    0.00    0.20    29  ptlrpcd_02_00
11:49:26        0      2697    0.00    0.20    0.00    0.00    0.20    28  ptlrpcd_02_02
11:49:26        0      2703    0.00    0.20    0.00    0.00    0.20    32  ptlrpcd_02_08
11:49:26        0      2706    0.00    0.20    0.00    0.00    0.20    29  ptlrpcd_02_11
11:49:26        0      2707    0.00    0.20    0.00    0.00    0.20    41  ptlrpcd_03_00
11:49:26        0      2710    0.00    0.20    0.00    0.00    0.20    37  ptlrpcd_03_03
11:49:26        0      2711    0.00    0.20    0.00    0.00    0.20    47  ptlrpcd_03_04
11:49:26        0      2716    0.00    0.20    0.00    0.00    0.20    43  ptlrpcd_03_09
11:49:26        0      2717    0.00    0.20    0.00    0.00    0.20    40  ptlrpcd_03_10
11:49:26        0      2739    0.00    0.20    0.00    0.00    0.20    32  ldlm_bl_01
11:49:26        0     10845    0.00    0.20    0.00    0.00    0.20     6  ldlm_bl_04
11:49:26        0     10846    0.00    0.20    0.00    0.00    0.20    22  ldlm_bl_05
11:49:26        0     10848    0.00    0.20    0.00    0.00    0.20    32  ldlm_bl_07
11:49:26        0     10851    0.00    0.20    0.00    0.00    0.20    33  ldlm_bl_10
11:49:26        0     12874    0.00    0.20    0.00    0.00    0.20    37  ldlm_bl_15
11:49:26        0     12875    0.00    0.20    0.00    0.00    0.20    42  ldlm_bl_16
